,지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유,lat,long
5123,강원도,둔내주유소,강원 횡성군 둔내면 경강로둔방  길,SK에너지,033-342-1114,N,0,1710,1930,1550,0,0
5124,강원도,경복주유소,강원 횡성군 우천면 서동로,현대오일뱅크,033-344-5182,Y,0,1718,1848,0,37.4464684,128.073645
5125,강원도,공근농협주유소 상창봉점,강원 횡성군 공근면 영서로,NH-OIL,033-343-6578,N,0,1720,1830,1520,37.5419271,127.9629059
5126,강원도,공근농협주유소,강원 횡성군 공근면 영서로,NH-OIL,033-344-3430,N,0,1720,1830,1520,37.5419271,127.9629059
5127,강원도,상안주유소,강원 횡성군 안흥면 서동로,GS칼텍스,033-344-0051,N,0,1730,1850,1560,37.41597,128.15958
5128,강원도,현대오일뱅크㈜직영 대호주유소,강원 횡성군 횡성읍 횡성로,현대오일뱅크,033-345-4444,N,1998,1740,1840,1550,37.4797156,127.9806391
5129,강원도,새말우천주유소주식회사,강원 횡성군 우천면 한우로,SK에너지,033-345-5150,N,0,1740,1840,1520,37.4604995,128.0657329
5130,강원도,현천주유소,강원 횡성군 둔내면 경강로,GS칼텍스,033-343-5700,N,0,1740,1875,0,37.52031,128.21436
5131,강원도,뉴새말주유소,강원 횡성군 우천면 전재로,GS칼텍스,033-344-8086,N,0,1740,1859,1520,37.44605,128.07381
5132,강원도,영동주유소,강원 횡성군 횡성읍 경강로,현대오일뱅크,033-343-1939,N,0,1740,1840,1520,37.5005241,127.9613467
5133,강원도,새말쉼터주유소,강원 횡성군 우천면 전재로,현대오일뱅크,033-345-1113,Y,0,1740,1850,1520,37.44605,128.07381
5134,강원도,명품주유소,강원 횡성군 횡성읍 경강로,현대오일뱅크,033-345-8844,N,0,1740,1840,1520,37.5005241,127.9613467
5135,강원도,옛살비주유소,강원 횡성군 둔내면 경강로,현대오일뱅크,033-342-8558,Y,0,1745,1885,0,37.52031,128.21436
5136,강원도,안흥농협주유소,강원 횡성군 안흥면 서동로,NH-OIL,033-342-9505,N,0,1748,1858,1560,37.41597,128.15958
5137,강원도,둔방주유소,강원 횡성군 둔내면 경강로,알뜰주유소,033-344-8222,N,0,1755,1895,1650,37.52031,128.21436
5138,강원도,삽교주유소,강원 횡성군 둔내면 청태산로,S-OIL,033-343-7706,Y,0,1759,1939,1700,37.5182299,128.2511094
5139,강원도,동횡성농협갑천지점,강원 횡성군 갑천면 청정로,NH-OIL,033-344-0400,N,0,1780,1899,1520,37.56678,128.11838
5140,강원도,동횡성농협청일지점,강원 횡성군 청일면 청정로,NH-OIL,033-342-5545,N,0,1780,1899,1520,37.56678,128.11838
5141,강원도,수백주유소,강원도 횡성군 횡성읍 섬강로,GS칼텍스,033-344-6241,N,0,1795,1895,1540,37.50999,128.0006383
5142,강원도,정금주유소,강원 횡성군 우천면 정포로,S-OIL,033-342-2620,N,0,1795,1888,0,0,0
5143,강원도,갑천주유소,강원 횡성군 갑천면 청정로,SK에너지,033-342-8103,N,0,1795,1895,1600,37.56678,128.11838
5144,강원도,(주)올림픽주유소,강원 횡성군 둔내면 경강로,SK에너지,033-343-3111,N,0,1798,1935,1600,37.52031,128.21436
5145,강원도,새말휴게소,강원 횡성군 우천면 한우로,SK에너지,033-342-6190,N,0,1798,1898,1580,37.4604995,128.0657329
5146,강원도,대광주유소,강원 횡성군 둔내면 경강로,S-OIL,033-342-8228,Y,0,1830,1950,1800,37.52031,128.21436
5147,강원도,강원주유소,강원 횡성군 횡성읍 횡성로,현대오일뱅크,033-344-2233,N,0,1840,1960,0,37.4797156,127.9806391
5148,충청북도,사리주유소,충북 괴산군 사리면 중부로,S-OIL,043-836-5182,Y,0,1634,1794,1700,36.8006178,127.73242
5149,충청북도,칠성알뜰주유소,충북 괴산군 칠성면 중부로,알뜰주유소,043-832-8889,Y,0,1635,1795,1550,36.7817781,127.8936615
5150,충청북도,두꺼비주유소,충북 괴산군 중부로,알뜰주유소,043-838-5149,Y,0,1635,1785,0,36.8101466,127.6746667
5151,충청북도,맹꽁이주유소,충북 괴산군 문광면 괴산로,알뜰주유소,043-833-8951,Y,0,1645,1795,1470,36.792879,127.7851863
5152,충청북도,(주)괴산(상)주유소/충전소,충북 괴산군 장연면 중부내륙고속도로,알뜰(ex),043-832-6598,Y,0,1650,1780,0,36.83861,127.95684
5153,충청북도,보광산주유소,충북 괴산군 사리면 중부로,현대오일뱅크,043-833-0975,Y,0,1654,1794,1470,36.8006178,127.73242
5154,충청북도,너구리주유소,충북 괴산군 사리면 중부로,SK에너지,043-836-8953,Y,0,1655,1795,1500,36.8006178,127.73242
5155,충청북도,괴산(마산)주유소/충전소,충북 괴산군 장연면 중부내륙고속도로,알뜰(ex),043-832-7970,Y,0,1659,1769,0,36.83861,127.95684
5156,충청북도,송면주유소,충북 괴산군 청천면 문장로,SK에너지,043-833-2287,N,0,1660,1890,1600,0,0
5157,충청북도,학주유소,충청북도 괴산군 청천면 괴산로,자가상표,043-832-1616,Y,0,1665,1828,0,0,0
5158,충청북도,청용주유소,충북 괴산군 청안면 중부로,GS칼텍스,043-836-3665,N,0,1665,1795,1550,0,0
5159,충청북도,괴강주유소,충북 괴산군 괴산읍 괴강로,현대오일뱅크,043-833-2122,N,0,1670,1850,1550,36.8093485,127.7963754
5160,충청북도,괴산농협주유소,충북 괴산군 괴산읍 읍내로,NH-OIL,043-834-8288,N,0,1670,1855,1550,36.8113972,127.7959097
5161,충청북도,청천농협주유소,충북 괴산군 청천면 괴산로,NH-OIL,043-832-5153,N,0,1670,1855,1550,0,0
5162,충청북도,증평농협사리주유소,충북 괴산군 사리면 모래재로,NH-OIL,043-838-8280,N,0,1698,1875,1550,36.8008174,127.72715
5163,충청북도,공원주유소,충북 괴산군 청안면 청안읍내로 길,SK에너지,043-838-7555,N,0,1699,1889,1600,0,0
5164,충청북도,동명주유소,충북 괴산군 괴산읍 문무로역고개길,현대오일뱅크,043-834-5800,N,0,1715,1915,0,36.8095162,127.8051671
5165,충청북도,조령주유소,충북 괴산군 연풍면 중원대로,S-OIL,043-833-9551,N,0,1719,1849,0,36.7531914,128.0185765
5166,충청북도,괴산주유소,충북 괴산군 괴산읍 읍내로,GS칼텍스,043-832-2106,N,0,1730,1890,1550,36.8113972,127.7959097
5167,충청북도,공단주유소,충북 괴산군 괴산읍 괴강로,S-OIL,043-832-0222,N,0,1735,1895,1550,36.8093485,127.7963754
5168,충청북도,불정농협주유소,충북 괴산군 불정면 한불로,NH-OIL,043-833-6001,N,0,1738,1955,1600,36.8739542,127.8503991
5169,충청북도,문당주유소,충북 괴산군 청안면 질마로,알뜰주유소,043-832-8788,N,0,1739,1889,0,36.7584699,127.6447722
5170,충청북도,목도주유소,충북 괴산군 불정면 목도로,현대오일뱅크,043-833-7353,N,0,1740,1955,1600,36.8740733,127.8520804
5171,충청북도,청수주유소,충북 괴산군 연풍면 연풍로,SK에너지,043-833-7749,N,0,1745,1847,1550,36.7668125,127.994263
5172,충청북도,연풍IC주유소,충북 괴산군 연풍면 중부로,현대오일뱅크,043-833-0028,N,0,1745,1845,1550,36.7572115,127.9987947
5173,충청북도,서울주유소,충북 괴산군 괴산읍 중부로,SK에너지,043-834-7900,N,0,1750,1890,0,36.8154799,127.7743095
5174,충청북도,금평주유소,충북 괴산군 청천면 금평로,S-OIL,043-832-1282,Y,0,1759,1889,1500,0,0
5175,충청북도,부흥주유소,충북 괴산군 청안면 질마로,현대오일뱅크,043-832-7628,Y,0,1759,1899,1500,36.7584699,127.6447722
5176,충청북도,형제주유소,충북 괴산군 장연면 연풍로,현대오일뱅크,043-832-6600,N,0,1759,1839,1550,0,0
5177,충청북도,길선주유소,충북 괴산군 소수면 상경로,S-OIL,043-832-4961,N,0,1765,1955,1600,36.8477895,127.7474593
5178,충청북도,방곡주유소,충북 괴산군 장연면 충민로,SK에너지,043-833-1151,N,0,1769,1879,1600,36.8584612,127.9231221
5179,충청북도,칠성주유소,충북 괴산군 칠성면 도정로,GS칼텍스,043-832-4956,N,0,1790,1950,0,36.7875707,127.8672954
5180,충청북도,(주)소수주유소,충북 괴산군 소수면 소수로,GS칼텍스,043-832-9005,N,0,1795,1995,1600,36.8435159,127.7502246
5181,충청북도,청안주유소,충북 괴산군 청안면 질마로,현대오일뱅크,043-838-5146,N,0,1799,1899,1650,36.7584699,127.6447722
5182,충청북도,연풍주유소,충북 괴산군 연풍면 중원대로,S-OIL,043-833-8151,N,0,1799,1889,1600,36.7531914,128.0185765
5183,충청북도,금대주유소,충북 괴산군 연풍면 연풍로,GS칼텍스,043-834-2254,N,0,1815,1925,1600,36.7668125,127.994263
5184,충청북도,개미주유소,충북 괴산군 괴산읍 읍내로,SK에너지,043-832-3939,Y,0,1819,1889,1550,36.8113972,127.7959097
5185,충청북도,생곡주유소,충북 괴산군 칠성면 연풍로,S-OIL,043-832-3848,N,0,1829,1929,1600,36.7817373,127.8979549
5186,충청북도,서부주유소,충북 괴산군 괴산읍 임꺽정로,SK에너지,043-832-1554,N,0,1840,1890,1700,36.8147303,127.7851795
5187,충청북도,영신주유소,충북 괴산군 불정면 한불로,자가상표,043-833-5320,N,0,0,1920,0,36.8739542,127.8503991
5188,충청북도,(주)광동유통단양(춘천방향)주유소/충전소,충북 단양군 단성면 하방 길,알뜰(ex),043-421-1676,N,0,1653,1778,0,0,0
5189,충청북도,단양(부산)충전소/주유소,충북 단양군 적성면 기동 길,알뜰(ex),043-423-5406,Y,0,1659,1769,0,36.9826105,128.2667878
5190,충청북도,하이테크에너지(주)단양하이테크주유소,충북 단양군 매포읍 단양로,SK에너지,043-421-8500,Y,0,1669,1815,0,37.0279545,128.3099785
5191,충청북도,(주)에너지인스주유소,충북 단양군 매포읍 단양로,현대오일뱅크,043-422-9660,N,0,1715,1815,1470,37.0279545,128.3099785
5192,충청북도,단양IC주유소,충북 단양군 단성면 단양로,GS칼텍스,043-422-1040,Y,0,1727,1848,1470,36.9252332,128.342538
5193,충청북도,단양소백농협주유소,충북 단양군 영춘면 강변로,NH-OIL,043-423-6109,Y,0,1728,1848,1540,37.0743427,128.4867979
5194,충청북도,강변주유소,충북 단양군 단양읍 단양로,S-OIL,043-422-1320,Y,0,1728,1848,1470,36.9910508,128.3371687
5195,충청북도,단양농협주유소,충북 단양군 단양읍 삼봉로,NH-OIL,043-421-5185,Y,0,1730,1845,1490,36.9908745,128.3630283
5196,충청북도,안심주유소,충북 단양군 매포읍 단양로,현대오일뱅크,043-422-7022,Y,0,1735,1839,0,37.0279545,128.3099785
5197,충청북도,단양사랑주유소,충북 단양군 매포읍 단양로,GS칼텍스,043-421-5199,Y,0,1735,1835,1620,37.0279545,128.3099785
5198,충청북도,사인암주유소,충북 단양군 대강면 단양로,현대오일뱅크,043-421-0120,Y,0,1737,1848,1490,0,0
5199,충청북도,쌍다리주유소,충청북도 단양군 단양읍 단양로,SK에너지,043-421-5157,N,0,1738,1888,1480,36.9910508,128.3371687
5200,충청북도,녹연주유소,충북 단양군 어상천면 어상천로,GS칼텍스,043-423-2278,N,0,1740,1850,1600,37.105247,128.3521552
5201,충청북도,(주)성한-평동주유소/충전소,충북 단양군 매포읍 단양로,SK에너지,043-421-0291,N,0,1767,1847,1650,37.0279545,128.3099785
5202,충청북도,㈜성한삼봉주유소,충북 단양군 매포읍 평동로,현대오일뱅크,043-421-0100,N,0,1767,1847,1650,37.0312172,128.3026447
5203,충청북도,가곡주유소,충북 단양군 가곡면 남한강로,S-OIL,043-421-2243,N,0,1780,1890,1570,37.0143272,128.384393
5204,충청북도,투구봉주유소,충북 단양군 단성면 월악로,GS칼텍스,043-422-9621,N,0,1790,1950,1490,36.9336537,128.328161
5205,충청북도,일양주유소,충북 단양군 단양읍 수변로,GS칼텍스,043-422-3535,N,2150,1790,1950,1600,36.9868512,128.3713073
5206,충청북도,소백산주유소,충북 단양군 대강면 죽령로,현대오일뱅크,043-422-4831,N,0,1796,1896,1580,0,0
5207,충청북도,OK주유소,충북 단양군 매포읍 단양로,S-OIL,043-422-3933,N,0,1797,1837,1700,37.0279545,128.3099785
5208,충청북도,지에스주유소,충북 단양군 단양읍 삼봉로,GS칼텍스,043-421-1880,N,0,1798,1950,1550,36.9908745,128.3630283
5209,충청북도,청석주유소,충북 단양군 매포읍 단양로,SK에너지,043-422-4122,N,0,1799,1879,0,37.0279545,128.3099785
5210,충청북도,북단양농협 각기주유소,충북 단양군 적성면 적성로,NH-OIL,043-422-5220,N,0,1799,1854,1590,0,0
5211,충청북도,이화주유소,충북 단양군 대강면 사인암로,GS칼텍스,043-421-5948,N,0,1859,1898,1548,36.8924585,128.3444056
5212,충청북도,굿오일주유소,충북 단양군 매포읍 평동로,SK에너지,043-422-7785,N,0,1887,1887,1700,37.0312172,128.3026447
5213,충청북도,현대주유소,충북 단양군 가곡면 남한강로,현대오일뱅크,043-422-5189,N,0,1898,1998,0,37.0143272,128.384393
5214,충청북도,코끼리단양주유소,충북 단양군 매포읍 적성로,현대오일뱅크,043-421-5775,N,0,1945,1835,0,37.02545,128.29159
5215,충청북도,백천주유소,충북 단양군 영춘면 백자길,SK에너지,043-423-4060,N,0,1948,1998,0,0,0
5216,충청북도,(주)북단양IC주유소,충북 단양군 매포읍 적성로,SK에너지,043-422-5188,N,0,1995,1835,0,37.02545,128.29159
5217,충청북도,성심주유소,충북 단양군 매포읍 적성로,S-OIL,043-421-5182,Y,0,1995,1835,0,37.02545,128.29159
5218,충청북도,(주)에스피씨삼립 속리산(청원)주유소/충전소,충북 보은군 마로면 적암길,알뜰(ex),043-544-6311,Y,0,1660,1779,0,0,0
5219,충청북도,보은산단주유소,충청북도 보은군 삼승면 남부로,SK에너지,043-544-5189,Y,0,1720,1850,0,36.4216714,127.7321959
5220,충청북도,(주)보은현대주유소/충전소,충북 보은군 보은읍 보청대로,현대오일뱅크,043-543-8844,N,0,1720,1870,1600,36.4891402,127.7198752
5221,충청북도,서울주유소,충북 보은군 속리산면 속리산로,SK에너지,043-543-0407,N,0,1745,1865,1600,36.5122671,127.8085304
5222,충청북도,세일주유소,충청북도 보은군 탄부면 보청대로,현대오일뱅크,043-542-0900,N,0,1745,1895,1600,36.4382779,127.8092441
5223,충청북도,제일주유소,충북 보은군 회인면 보청대로,현대오일뱅크,043-542-8877,N,0,1745,1875,1600,36.50183,127.59867
5224,충청북도,원남주유소,충북 보은군 삼승면 원남로,SK에너지,043-542-6662,N,0,1749,1869,1600,36.3994082,127.7302235
5225,충청북도,성진주유소,충북 보은군 회인면 보청대로,현대오일뱅크,043-544-3980,Y,0,1749,1879,1600,36.50183,127.59867
5226,충청북도,길상주유소,충북 보은군 보은읍 보청대로,S-OIL,043-542-8251,N,0,1750,1899,1600,36.4891402,127.7198752
5227,충청북도,대바위주유소,충북 보은군 보은읍 남부로,S-OIL,043-543-8883,N,0,1750,1870,1600,36.481276,127.7230383
5228,충청북도,보은농협장안주유소,충북 보은군 장안면 장안로,NH-OIL,043-540-2746,N,0,1750,1895,1600,36.4774846,127.7986982
5229,충청북도,보은농협내북지점주유소,충북 보은군 내북면 남부로,NH-OIL,043-542-0338,N,0,1750,1895,0,36.53919,127.67001
5230,충청북도,상판주유소(보은),충북 보은군 속리산면 법주사로,SK에너지,043-543-1567,N,0,1755,1875,1600,36.5178199,127.8159807
5231,충청북도,회인주유소,충북 보은군 회인면 회인로,SK에너지,043-542-8871,N,0,1755,1890,1600,36.4917802,127.5976376
5232,충청북도,동일주유소,충북 보은군 수한면 안내보은로,현대오일뱅크,043-542-2354,Y,0,1759,1879,0,36.4267188,127.6821126
5233,충청북도,속리산셀프주유소,충북 보은군 속리산면 법주사로,S-OIL,043-543-3626,Y,0,1759,1879,1600,36.5178199,127.8159807
5234,충청북도,우일주유소,충북 보은군 수한면 안내보은로,S-OIL,043-543-8686,N,0,1780,1895,1600,36.4267188,127.6821126
5235,충청북도,내북주유소,충북 보은군 내북면 남부로,현대오일뱅크,043-542-0385,N,0,1785,1885,1600,36.53919,127.67001
5236,충청북도,중원주유소(보은),충북 보은군 보은읍 뱃들로,SK에너지,043-544-4848,N,0,1785,1895,1600,36.4878663,127.7253043
5237,충청북도,남보은농협탄부지점주유소,충북 보은군 탄부면 삼승탄부로,NH-OIL,043-542-7892,N,0,1790,1890,1600,36.4099501,127.7547059
5238,충청북도,동진주유소,충북 보은군 수한면 안내보은로,SK에너지,043-543-5709,N,0,1790,1920,1600,36.4267188,127.6821126
5239,충청북도,강산주유소,충북 보은군 보은읍 남부로,SK에너지,043-543-5189,N,0,1790,1910,1600,36.481276,127.7230383
5240,충청북도,미래주유소,충북 보은군 삼승면 삼승탄부로,S-OIL,043-543-6470,N,0,1795,1895,1600,36.3971457,127.7354242
5241,충청북도,동정주유소,충북 보은군 수한면 보청대로,S-OIL,043-543-4546,N,0,1795,1895,1600,36.4724315,127.6386638
5242,충청북도,죽전주유소,충북 보은군 보은읍 남부로,SK에너지,043-544-4881,N,0,1799,1899,1600,36.481276,127.7230383
5243,충청북도,대정에너지,충북 보은군 보은읍 보청대로,현대오일뱅크,043-543-2580,Y,0,1799,1899,1600,36.4891402,127.7198752
5244,충청북도,동산주유소,충북 보은군 보은읍 남부로,현대오일뱅크,043-543-6057,N,0,1820,1920,1600,36.481276,127.7230383
5245,충청북도,형제주유소,충북 보은군 마로면 보청대로,GS칼텍스,043-543-0051,N,0,1820,1990,0,36.4382779,127.8092441
5246,충청북도,관문주유소,충북 보은군 보은읍 보은로,S-OIL,043-543-2164,N,0,1820,1920,0,36.4774836,127.7206392
5247,충청북도,황간(상)주유소,충북 영동군 황간면 회포 길,알뜰(ex),043-742-1266,Y,0,1659,1764,0,0,0
5248,충청북도,보령물산(주)황간(부산)주유소/충전소,충북 영동군 황간면 회포길,알뜰(ex),043-742-5853,Y,0,1659,1764,0,0,0
5249,충청북도,심천주유소,충북 영동군 심천면 난계로,SK에너지,043-742-5665,N,0,1699,1819,1550,36.2101737,127.7093273
5250,충청북도,영동농협주유소,충북 영동군 영동읍 난계로,NH-OIL,043-743-9300,Y,0,1700,1820,1550,36.1671692,127.7707786
5251,충청북도,동일주유소,충북 영동군 영동읍 회동로,현대오일뱅크,043-744-6868,Y,0,1710,1830,1550,36.1728113,127.8020235
5252,충청북도,금강주유소,충청북도 영동군 심천면 난계로,S-OIL,043-742-7500,N,0,1715,1835,1550,36.2101737,127.7093273
5253,충청북도,매일주유소,충북 영동군 영동읍 영동황간로,SK에너지,043-744-3399,N,0,1750,1890,1550,36.1646916,127.7816878
5254,충청북도,가선주유소,충북 영동군 양산면 금강로,SK에너지,043-744-8792,N,0,1755,1855,1700,36.1269558,127.6420312
5255,충청북도,푸른주유소,충청북도 영동군 용산면 남부로,GS칼텍스,043-742-7577,Y,0,1779,1879,0,36.2563727,127.8166197
5256,충청북도,박달주유소,충북 영동군 영동읍 대학로,S-OIL,043-742-7567,Y,0,1779,1879,1600,36.1876734,127.7819987
5257,충청북도,학산주유소,충북 영동군 학산면 영동로,현대오일뱅크,043-744-0007,N,0,1785,1885,0,36.1041569,127.6910585
5258,충청북도,말벌주유소,충북 영동군 영동읍 난계로,S-OIL,043-745-7459,N,0,1789,1899,0,36.1671692,127.7707786
5259,충청북도,미봉주유소,충북 영동군 양강면 학산영동로,자가상표,043-744-8182,N,0,1790,1890,1600,36.1497622,127.7492641
5260,충청북도,역말주유소,충북 영동군 영동읍 학산영동로,SK에너지,043-744-1400,N,0,1790,1890,1600,36.1497622,127.7492641
5261,충청북도,신흥주유소,충북 영동군 황간면 황간동로,현대오일뱅크,043-742-8526,N,0,1790,1899,1600,36.23685,127.91087
5262,충청북도,대한주유소,충북 영동군 용산면 남부로,GS칼텍스,043-742-0074,Y,0,1790,1890,1600,36.2563727,127.8166197
5263,충청북도,양산주유소,충북 영동군 양산면 금강로,S-OIL,043-744-8664,N,0,1795,1895,1700,36.1269558,127.6420312
5264,충청북도,용산주유소,충북 영동 용산 용산로,S-OIL,043-742-9400,N,0,1799,1899,0,36.2649814,127.8267905
5265,충청북도,쌍용주유소,충북 영동군 학산면 무학로,S-OIL,043-743-7555,N,0,1810,1900,1700,36.07963,127.67361
5266,충청북도,호탄하늘빛주유소,충북 영동군 양산면 금강로,알뜰주유소,043-744-2165,Y,0,1825,1905,0,36.1269558,127.6420312
5267,충청북도,매곡주유소,충북 영동군 매곡면 민주지산로,GS칼텍스,043-743-2075,N,0,1840,1940,1600,36.1324913,127.8898307
5268,충청북도,우리주유소,충북 영동군 매곡면 민주지산로,현대오일뱅크,043-743-5658,N,0,1840,1940,1700,36.1324913,127.8898307
5269,충청북도,양강주유소,충북 영동군 양강면 학산영동로,GS칼텍스,043-744-1340,N,0,1840,1920,1650,36.1497622,127.7492641
5270,충청북도,삼도봉주유소,충북 영동군 상촌면 민주지산로,S-OIL,043-743-9511,N,0,1840,1940,1700,36.1324913,127.8898307
5271,충청북도,상촌주유소,충북 영동군 상촌면 민주지산로,GS칼텍스,043-743-6662,N,0,1840,1940,1600,36.1324913,127.8898307
5272,충청북도,경남주유소,충북 영동군 황간면 영동황간로,SK에너지,043-742-5662,N,0,1840,1940,1650,36.1938517,127.8588239
5273,충청북도,사부리주유소,충북 영동군 추풍령면 추풍령로,S-OIL,043-742-3327,N,0,1845,1895,1700,36.21813,127.991
5274,충청북도,제일주유소,충북 영동군 영동읍 동정로,GS칼텍스,043-743-0123,N,0,0,1920,0,36.1746135,127.7875302
5275,충청북도,금강(부산방향)주유소,충북 옥천군 동이면 금강로,알뜰(ex),043-733-0439,Y,0,1652,1776,0,36.287593,127.6534974
5276,충청북도,옥천(부산방향)주유소/충전소,충북 옥천군 옥천읍 서대구일로,알뜰(ex),043-731-8524,Y,0,1652,1776,0,36.2838536,127.5939855
5277,충청북도,보령물산(주)옥천(서울)주유소/충전소,충북 옥천군 옥천읍 옥천동이로,알뜰(ex),043-733-9924,Y,0,1654,1769,0,36.3002568,127.5808615
5278,충청북도,장야주유소,충북 옥천군 옥천읍 문장로,알뜰주유소,043-732-5145,N,0,1675,1795,1650,36.2988561,127.5760481
5279,충청북도,동안주유소,충북 옥천군 옥천읍 매동로,현대오일뱅크,043-732-0540,N,0,1679,1779,0,36.3181158,127.582914
5280,충청북도,중도석유(주)고속주유소,충북 옥천군 옥천읍 중앙로,GS칼텍스,043-733-5191,Y,0,1684,1834,0,36.3080606,127.5738316
5281,충청북도,(주)증약주유소,충북 옥천군 군북면 옥천로,SK에너지,043-733-9221,Y,0,1685,1825,1650,36.3317755,127.532863
5282,충청북도,옥천향수주유소,충북 옥천군 옥천읍 동부로,S-OIL,043-731-8886,N,0,1689,1799,1650,36.3037913,127.579899
5283,충청북도,동원주유소,충북 옥천군 옥천로,S-OIL,043-733-1251,N,0,1689,1809,1650,36.310424,127.5601278
5284,충청북도,삼양주유소,충북 옥천군 옥천읍 옥천로,S-OIL,043-733-4151,N,0,1689,1835,0,36.310424,127.5601278
5285,충청북도,옥천셀프주유소,충북 옥천군 옥천읍 동부로,S-OIL,043-732-7742,Y,0,1689,1799,0,36.3037913,127.579899
5286,충청북도,원각주유소,충북 옥천군 동이면 옥천로,현대오일뱅크,043-733-5580,Y,0,1695,1835,1650,0,0
5287,충청북도,세산주유소,충북 옥천군 동이면 옥천로,현대오일뱅크,043-733-9880,N,0,1695,1835,1650,0,0
5288,충청북도,석화공단주유소,충북 옥천군 동이면 옥천로,S-OIL,043-733-7141,N,0,1695,1835,1650,0,0
5289,충청북도,옥천톨게이트주유소,충북 옥천군 옥천읍 중앙로,SK에너지,043-733-5184,Y,2059,1699,1839,1650,36.3080606,127.5738316
5290,충청북도,옥천사랑주유소,충북 옥천군 옥천읍 삼금로,S-OIL,043-731-2033,Y,0,1699,1839,1650,36.3029315,127.5688672
5291,충청북도,문정주유소,충북 옥천군 옥천읍 중앙로,SK에너지,043-733-5552,N,0,1699,1859,1650,36.3080606,127.5738316
5292,충청북도,내트럭(주)옥천사업소,충북 옥천군 옥천읍 중앙로,SK에너지,043-732-0081,N,0,1699,1839,0,36.3080606,127.5738316
5293,충청북도,충북주유소,충북 옥천군 이원면 옥천로,SK에너지,043-731-7771,Y,0,1705,1845,1650,36.2499635,127.6331727
5294,충청북도,이원주유소,충북 옥천군 이원면 이원로,GS칼텍스,043-733-5162,N,0,1715,1855,1650,36.239547,127.6267824
5295,충청북도,강산주유소,충북 옥천군 옥천읍 동부로,현대오일뱅크,043-732-5151,N,0,1719,1839,1650,36.3037913,127.579899
5296,충청북도,읍내주유소,충북 옥천군 옥천읍 향수길,현대오일뱅크,043-731-0970,N,0,1719,1849,1650,36.3145566,127.5784662
5297,충청북도,동부주유소,충북 옥천군 옥천읍 성왕로,S-OIL,043-733-5012,N,0,1729,1839,0,36.3071917,127.5559011
5298,충청북도,매화주유소,충북 옥천군 옥천읍 옥천동이로,현대오일뱅크,043-732-4786,N,0,1739,1859,1700,36.3002568,127.5808615
5299,충청북도,옥천농장주유소,충북 옥천군 안내면 안내삼승로,현대오일뱅크,043-542-8678,Y,0,1739,1839,1600,36.3941722,127.6965166
5300,충청북도,대광주유소,충북 옥천군 옥천읍 지용로,SK에너지,043-731-5945,N,0,1745,1845,1650,36.3160459,127.5953278
5301,충청북도,안남주유소,충북 옥천군 안남면 안남로,S-OIL,043-733-3824,N,0,1750,1900,1650,36.3540195,127.676311
5302,충청북도,화성주유소,충북 옥천군 청성면 남부로,S-OIL,043-732-0309,N,0,1768,1868,1590,36.3347354,127.7620955
5303,충청북도,우리주유소,충북 옥천군 청산면 남부로,SK에너지,043-733-3006,Y,0,1789,1889,1650,36.30997,127.81643
5304,충청북도,금강주유소,충북 옥천군 청산면 남부로,현대오일뱅크,043-733-9663,N,0,1825,1965,1650,36.30997,127.81643
5305,충청북도,이백주유소,충북 옥천군 군북면 옥천로,GS칼텍스,043-731-5442,N,0,1895,1998,1690,36.3317755,127.532863
5306,충청북도,153주유소,충북 옥천군 이원면 이원로,SK에너지,043-733-7153,N,0,1958,1998,0,36.239547,127.6267824
5307,충청북도,상평주유소,충북 음성군 감곡면 감노로,알뜰주유소,043-878-4851,Y,1865,1589,1789,1550,37.0592311,127.6664485
5308,충청북도,한국도로공사 음성(남이)주유/충전소,충북 음성군 삼성면 중부고속도로,알뜰(ex),043-878-5039,Y,0,1645,1771,0,37.02703,127.4825186
5309,충청북도,(주)바이오시스 금왕(제천)주유소/충전소,충북 음성군 금왕읍 평택제천고속도로,알뜰(ex),043-881-8122,Y,0,1653,1776,0,36.9791763,127.6023944
5310,충청북도,(주)바이오시스 금왕(평택)주유소/충전소,충북 음성군 금왕읍 평택제천고속도로,알뜰(ex),043-882-8030,Y,0,1653,1776,0,36.9791763,127.6023944
5311,충청북도,대보디앤에스(주) 음성(하남)주유소,충북 음성군 삼성면 중부고속도로,알뜰(ex),043-877-1086,Y,2059,1659,1769,0,37.02703,127.4825186
5312,충청북도,퍼스트셀프주유소,충북 음성군 대소면 대금로,현대오일뱅크,043-881-5104,Y,0,1663,1797,0,36.97309,127.48087
5313,충청북도,현대오일뱅크㈜직영 대소산단주유소,충북 음성군 대소면 대금로,현대오일뱅크,043-883-5430,N,0,1663,1969,1670,36.97309,127.48087
5314,충청북도,성본산단셀프주유소,충북 음성군 대소면 대금로,현대오일뱅크,043-883-5155,Y,0,1665,1815,0,36.97309,127.48087
5315,충청북도,하람주유소,충북 음성군 대소면 대금로,S-OIL,043-877-5179,Y,0,1665,1805,0,36.97309,127.48087
5316,충청북도,(주)음성하이테크주유소,충북 음성군 원남면 충청대로,SK에너지,043-873-6257,Y,0,1669,1799,0,36.87962,127.66001
5317,충청북도,음성셀프주유소,충북 음성군 음성읍 충청대로,SK에너지,043-873-9285,Y,0,1675,1799,0,36.94508,127.71127
